id,name,category,address,district,hours,rating,chain,seats
4848ba49b3fbfa8483ef17a28fc156c1,Красный Гранат,"бар, паб","Москва, Верхняя Радищевская улица, 44, корп. 4",Центральный административный округ,"ежедневно, 09:00–22:00",4.2,0,
4f8225e4a70236ce69fca5d9eb00327b,Вечерний Погребок,ресторан,"Москва, Каширское шоссе, 19, корп. 3",Центральный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.5,0,
55fa950e1daedf023bffc7697245488b,Суши Тесто,булочная,"Москва, Малая Бронная улица, 27, корп. 4",Центральный административный округ,пн-вс 12:00–00:00,4.3,1,
ccec67b282384ce12a64d736c22660db,Синий Кот,столовая,"Москва, Варшавское шоссе, 46",Западный административный округ,"ежедневно, 10:00–22:00",4.5,0,73.0
5bae0124abea4b540aec8e70b7ed70dc,Место Двор,кафе,"Москва, Клязьминская улица, 117",Северный административный округ,"ежедневно, 10:00–22:00",4.3,1,73.0
e966067635d47c0b95a7b9275f025993,Золотой Квартал,столовая,"Москва, Каширское шоссе, 110",Юго-Восточный административный округ,"ежедневно, 11:00–23:00",3.2,0,
a628710ac0ca9faa6f68d8cdc093f8c1,One Price Coffee,кофейня,"Москва, Мясницкая улица, 50, корп. 3",Центральный административный округ,"ежедневно, 24 часа",3.6,1,
967bb1caad3b92c6af4abf40f495f18b,Место Место,быстрое питание,"Москва, Верхняя Радищевская улица, 30",Центральный административный округ,"ежедневно, 11:00–23:00",4.6,1,34.0
775cc257c89d08743921eefa19f88169,Кулинарная лавка братьев Караваевых,кафе,"Москва, Тверская улица, 2, корп. 3",Восточный административный округ,пн-вс 12:00–00:00,4.5,1,74.0
90d58a6e77d3d655c2217e61bc80c753,Prime,ресторан,"Москва, Варшавское шоссе, 52",Центральный административный округ,"ежедневно, 10:00–22:00",4.2,1,
1272e9e502ed62fa8702cced927ef983,Домино Пицца,пиццерия,"Москва, Малая Бронная улица, 80",Юго-Западный административный округ,"ежедневно, 10:00–22:00",4.4,1,30.0
bb71a58b08398014ad0fe33d63f11afd,Северный Гранат,кафе,"Москва, Ленинский проспект, 110",Центральный административный округ,"ежедневно, 10:00–22:00",3.7,0,66.0
14b93daae0027ea20d307e6dc639dc0f,Тихий Сад,быстрое питание,"Москва, Правобережная улица, 97",Южный административный округ,"ежедневно, 24 часа",3.9,0,
2c6de9e4cc8d152a333cd8bd6bab1e20,Северный Чайник,"бар, паб","Москва, Правобережная улица, 8, корп. 2",Южный административный округ,"ежедневно, 09:00–22:00",4.7,0,
d6d3783da34de579c0b2c4f057c38ac8,Бургер Печка,кофейня,"Москва, Варшавское шоссе, 31, корп. 3",Западный административный округ,"ежедневно, 10:00–22:00",4.6,1,82.0
37a9b383b966eb05a1b8791b49dc9410,Большой Хутор,кофейня,"Москва, Мясницкая улица, 70",Восточный административный округ,"ежедневно, 10:00–22:00",4.6,0,
9677ff66db253a90cc6bfe0d2c901a90,Первый Сад,"бар, паб","Москва, Правобережная улица, 54, корп. 3",Центральный административный округ,"ежедневно, 09:00–22:00",4.1,0,188.0
853996fd11c00ca07203e1dd8d535405,Крошка Картошка,быстрое питание,"Москва, Кутузовский проспект, 44, корп. 2",Северный административный округ,"ежедневно, 10:00–22:00",3.9,1,51.0
4a9dcc56a01ce470ea65cc0f541fed78,Домашний Дворик,кафе,"Москва, Ленинский проспект, 20, корп. 2",Центральный административный округ,,5.0,0,
d32e3895a6d07a701b7fd56445bfc2bc,Красный Кот,"бар, паб","Москва, улица Арбат, 3, корп. 3",Восточный административный округ,"ежедневно, круглосуточно",4.0,0,
4042b3081c5c58b803e0abd3b2718bf7,Двор Двор,кофейня,"Москва, Каширское шоссе, 98, корп. 1",Центральный административный округ,"ежедневно, 10:00–22:00",3.4,1,81.0
ca24c59629af1034cb733ae8ce916110,Бургер Хаус,кофейня,"Москва, Варшавское шоссе, 65, корп. 4",Южный административный округ,"ежедневно, 09:00–22:00",4.1,1,85.0
5befe3cdae8c4967a2db251c72e38653,Cofix,кофейня,"Москва, Тверская улица, 59",Центральный административный округ,,4.2,1,108.0
07ee6412e71341f0ddc0a1cda322911b,Кофе Лапша,пиццерия,"Москва, Варшавское шоссе, 112, корп. 2",Центральный административный округ,пн-вс 12:00–00:00,4.1,1,32.0
8bd056ccb91608464d9c64ddb5541e0e,Пекарня Гриль,кофейня,"Москва, Профсоюзная улица, 38, корп. 4",Северо-Восточный административный округ,пн-вс 12:00–00:00,4.3,1,27.0
f9205458d0b813c8c11ff54b41f403c7,Бочка Место,кофейня,"Москва, Пятницкая улица, 53, корп. 4",Восточный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.3,1,
cafd3210467f32e5b7f683860517f410,Шоколадница,кофейня,"Москва, Профсоюзная улица, 55",Западный административный округ,"ежедневно, 10:00–22:00",4.5,1,191.0
a9669f50a4966523fece4178ed99206e,Уютный Погребок,кофейня,"Москва, Варшавское шоссе, 36, корп. 3",Юго-Восточный административный округ,"ежедневно, 10:00–22:00",4.8,0,52.0
765fb472771913a6ae93b95445f511ed,Северный Бульвар,ресторан,"Москва, улица Плющиха, 79, корп. 4",Южный административный округ,пн-вс 12:00–00:00,4.0,0,
676089a1b407309aefe202e3a69d6bcd,Пекарня Печка,быстрое питание,"Москва, Правобережная улица, 60, корп. 3",Восточный административный округ,"ежедневно, 09:00–22:00",4.6,1,210.0
254d02c03535e85a020643cabb013ede,Уютный Хутор,кафе,"Москва, Варшавское шоссе, 8, корп. 3",Северо-Западный административный округ,"ежедневно, 11:00–23:00",4.3,0,19.0
d5694732e1bbf6cd0973b77d6c199b71,Cofix,кофейня,"Москва, Пятницкая улица, 18",Восточный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.1,1,39.0
ec09b17c2ab53d87258a69fed1c425fc,Тихий Кот,кофейня,"Москва, Клязьминская улица, 103, корп. 3",Центральный административный округ,"ежедневно, 10:00–22:00",4.3,0,
4aba1ea26f2231c225b35839248fa762,Белый Причал,кафе,"Москва, Ботаническая улица, 79, корп. 1",Центральный административный округ,пн-вс 12:00–00:00,4.1,0,65.0
1a183e6c7f4ce05dd5d342bfa79cb909,Первый Причал,кофейня,"Москва, проспект Мира, 70, корп. 1",Центральный административный округ,пн-вс 12:00–00:00,3.8,0,
799830096ba12d4051eada6ab12cf57e,Кофе Суши,кофейня,"Москва, Ботаническая улица, 95, корп. 4",Западный административный округ,пн-вс 12:00–00:00,4.5,1,157.0
67c5cdb5e1d8f7ceb6f60e6592157db0,Вечерний Причал,кофейня,"Москва, Малая Бронная улица, 116",Северо-Восточный административный округ,,4.4,0,
903ba0aed8951a65a6ee469b06d7e78a,Пельмень Тесто,ресторан,"Москва, улица Арбат, 116, корп. 3",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.2,1,
f97317ec92d3b3a332556afeebd04ca9,Тихий Погребок,кафе,"Москва, проспект Мира, 94, корп. 4",Северо-Восточный административный округ,"ежедневно, круглосуточно",4.2,0,80.0
d5ff5051389ee04165680112a728dd41,Место Хаус,ресторан,"Москва, Профсоюзная улица, 94",Северо-Восточный административный округ,"ежедневно, 24 часа",3.7,1,
f4ac7c6c9b0e0438195d2d040cfe39b1,Первый Квартал,ресторан,"Москва, Ленинский проспект, 117, корп. 2",Центральный административный округ,,4.8,0,63.0
75b932b55d7d677870bc9eab4ef22f2d,Белый Погребок,ресторан,"Москва, Ленинский проспект, 16",Северный административный округ,"ежедневно, 11:00–23:00",4.6,0,49.0
c7752cd53173ce40429167f4f01b5854,Вечерний Дворик,"бар, паб","Москва, Никольская улица, 46, корп. 3",Юго-Восточный административный округ,пн-вс 12:00–00:00,4.1,0,58.0
9ef164c2c523681f03e30377bdb6f869,Зерно Тесто,кафе,"Москва, Малая Бронная улица, 114, корп. 3",Западный административный округ,"ежедневно, 11:00–23:00",4.4,1,
7cc8307c1daf7997ac50770634239e42,Двор Бургер,пиццерия,"Москва, улица Плющиха, 118, корп. 4",Центральный административный округ,пн-вс 12:00–00:00,4.3,1,30.0
08de8a58a4e0df63157dcfd6fdff1a64,Старый Базар,кофейня,"Москва, Верхняя Радищевская улица, 69, корп. 3",Северный административный округ,пн-вс 12:00–00:00,4.5,0,49.0
285531b27e9f1aa7669f52391a67b83e,Первый Кот,кафе,"Москва, Верхняя Радищевская улица, 48, корп. 1",Северный административный округ,"ежедневно, 11:00–23:00",4.5,0,86.0
7976f8fee7dfcf38c1fc210c97e50f84,Вечерний Причал,ресторан,"Москва, Каширское шоссе, 29, корп. 1",Юго-Восточный административный округ,"ежедневно, 10:00–22:00",4.0,0,21.0
7963933f5b611aef0b7026a0008f5533,Домашний Погребок,булочная,"Москва, Клязьминская улица, 39, корп. 1",Северо-Западный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.4,0,79.0
816e4b816e4449f992c47ff3042048ad,Северный Базар,кафе,"Москва, улица Арбат, 8",Юго-Восточный административный округ,"ежедневно, 10:00–22:00",3.8,0,33.0
bb6c411266818340254ecb8d1bceef48,Первый Базар,быстрое питание,"Москва, Верхняя Радищевская улица, 88, корп. 1",Центральный административный округ,пн-вс 12:00–00:00,4.1,0,
b6ac98947d498b955b8687787fbe6dc1,Старый Чайник,кафе,"Москва, Ботаническая улица, 81, корп. 3",Центральный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.2,0,74.0
f7360b26cdc24433b416f3ab203ed72d,Вкус Тесто,ресторан,"Москва, Каширское шоссе, 43",Южный административный округ,пн-вс 12:00–00:00,4.1,1,
f8243252f82ee91ff3c9a21270fc4538,Тихий Компот,ресторан,"Москва, Клязьминская улица, 95, корп. 2",Западный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.3,0,115.0
4d92c27e74213cec807a8e58c9e2080b,Большой Сад,пиццерия,"Москва, Профсоюзная улица, 16, корп. 3",Западный административный округ,"ежедневно, 09:00–22:00",5.0,0,67.0
5c28972b3a268bea7cf54eba74cbc870,Тихий Компот,"бар, паб","Москва, Профсоюзная улица, 118, корп. 3",Северный административный округ,"ежедневно, 10:00–22:00",4.4,0,
808d392cfc5b2b3d1abd44ded8d305f8,Большой Слон,кофейня,"Москва, улица Дыбенко, 75",Центральный административный округ,,3.7,0,81.0
d0b5c2d7d865f481c0cdb1372c6e818f,Уютный Базар,ресторан,"Москва, проспект Мира, 30, корп. 1",Центральный административный округ,"ежедневно, 11:00–23:00",5.0,0,
75f1a9aeb03f84314db98c02b10da2ab,Первый Дворик,кафе,"Москва, улица Плющиха, 118",Юго-Западный административный округ,"ежедневно, 24 часа",4.6,0,43.0
547be373965a8c86af81446dc1f9ad03,Большой Бульвар,пиццерия,"Москва, улица Дыбенко, 31, корп. 3",Восточный административный округ,пн-вс 12:00–00:00,4.5,0,
a3c01e2047c40e252d25bebc3913b2ac,Белый Хутор,кафе,"Москва, Ленинский проспект, 3",Юго-Западный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.5,0,
cfb3598b4870df4c45f74a5694ad7a6f,Северный Компот,кафе,"Москва, Верхняя Радищевская улица, 30, корп. 2",Восточный административный округ,"ежедневно, 11:00–23:00",4.2,0,27.0
adf4d9e25096db8bc8471f75877fe09e,One Price Coffee,кофейня,"Москва, Малая Бронная улица, 34",Центральный административный округ,"ежедневно, 11:00–23:00",3.7,1,70.0
914f08cd76acbcb2716fbae8a577514c,Суши Бургер,ресторан,"Москва, Ленинский проспект, 52, корп. 2",Северный административный округ,,3.9,1,
e5eba0fb64948d6b2984d7ad3c158033,Печка Двор,ресторан,"Москва, Ботаническая улица, 26, корп. 2",Юго-Западный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.1,1,179.0
f17ab46675d032c74c8473e331a2bc3b,Кулинарная лавка братьев Караваевых,кафе,"Москва, Ленинский проспект, 98",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.4,1,114.0
c8498228a838f2bd36042d6a63e0abc1,Уютный Компот,кафе,"Москва, Верхняя Радищевская улица, 19",Западный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.3,0,
a34fd22185c69a8951ae6abccbb2da6d,Синий Квартал,пиццерия,"Москва, улица Дыбенко, 38",Южный административный округ,"ежедневно, 11:00–23:00",4.5,0,
4bc179b8fb426d19a823881c6eb78681,Двор Двор,ресторан,"Москва, Клязьминская улица, 61, корп. 4",Юго-Западный административный округ,"ежедневно, 09:00–22:00",4.6,1,
e0983ef4078e7e407bdcc777e9c964e5,Домашний Кот,булочная,"Москва, Пятницкая улица, 114",Юго-Западный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.3,0,
fe903d1e701e22a670fad5c26d9a3466,Место Тесто,быстрое питание,"Москва, Варшавское шоссе, 86",Восточный административный округ,"ежедневно, 10:00–22:00",4.0,1,
68a8e9f989f5731eb042ca289086a78a,Синий Подвал,ресторан,"Москва, Верхняя Радищевская улица, 13, корп. 3",Восточный административный округ,"ежедневно, 11:00–23:00",4.4,0,85.0
57024594eea10269c2b601e95bc908cc,Уютный Слон,кафе,"Москва, Кутузовский проспект, 118, корп. 2",Юго-Западный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.0,0,87.0
a5fcc1bf8ffca7d0f48d568cea2a0998,Первый Дворик,быстрое питание,"Москва, улица Маршала Федоренко, 79",Юго-Восточный административный округ,"ежедневно, 09:00–22:00",4.2,0,
076aea11a29ad19a77949df391e2823c,Белый Гранат,быстрое питание,"Москва, улица Маршала Федоренко, 36",Центральный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.2,0,88.0
f15216dd1b4cec4379530242e14cb73f,Печка Печка,пиццерия,"Москва, Ленинский проспект, 77, корп. 2",Северо-Восточный административный округ,"ежедневно, 11:00–23:00",4.2,1,40.0
c62dd3b1e7dcaabc4634aa58d30c29e9,Первый Базар,кафе,"Москва, Тверская улица, 91, корп. 2",Восточный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.3,0,53.0
a96f9f4c804bf27874173a42c7c2ee65,Домашний Компот,пиццерия,"Москва, улица Плющиха, 6, корп. 3",Северо-Западный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.9,0,
89169571ab5b7f78235d208a7011c81a,Уютный Сад,кафе,"Москва, Пятницкая улица, 6, корп. 3",Центральный административный округ,"ежедневно, 10:00–22:00",4.0,0,81.0
422a49c21069b0481e06eb628ea8096e,Вкус Двор,ресторан,"Москва, Верхняя Радищевская улица, 43, корп. 4",Восточный административный округ,пн-вс 12:00–00:00,4.4,1,81.0
9d4b791a8308da84b1b0f09a7ebb0962,Старый Причал,ресторан,"Москва, Правобережная улица, 2, корп. 3",Центральный административный округ,"ежедневно, 11:00–23:00",4.5,0,
3d8992ee33dd75685cfdbdd9137992e8,Синий Слон,кофейня,"Москва, Каширское шоссе, 41, корп. 1",Юго-Западный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",5.0,0,19.0
d83f03da2049aa896e2bf1f51cc84df0,Уютный Бульвар,кофейня,"Москва, Клязьминская улица, 74, корп. 1",Юго-Восточный административный округ,пн-вс 12:00–00:00,4.1,0,81.0
44f65acd3d683192a0d71528959a3082,Золотой Слон,ресторан,"Москва, Пятницкая улица, 19, корп. 1",Южный административный округ,"ежедневно, 11:00–23:00",3.8,0,
b3b699bf64da86689ab4e7841e34c81f,Первый Хутор,кафе,"Москва, Профсоюзная улица, 115, корп. 4",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.0,0,91.0
fba621fbb7f6921342728ee0c12110b9,Чайхана,кафе,"Москва, Пятницкая улица, 89",Центральный административный округ,"ежедневно, круглосуточно",4.0,1,102.0
dedadc554848417476e9222181c15cc2,Домашний Сад,кафе,"Москва, Верхняя Радищевская улица, 44, корп. 2",Центральный административный округ,"ежедневно, 11:00–23:00",4.7,0,50.0
0d0ad3befc4ae7c229b8e864aa30de34,Красный Базар,кафе,"Москва, улица Арбат, 118",Центральный административный округ,"ежедневно, 10:00–22:00",3.7,0,39.0
d80a8710a7ce93653f3fb1ee523e90c6,Суши Место,кафе,"Москва, Мясницкая улица, 3, корп. 1",Северный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.0,1,86.0
79f38a9f5e7b361d042a85464dbf2860,Красный Хутор,столовая,"Москва, проспект Мира, 67",Западный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.7,0,
ee738cc9284db598b6a5561e3754d79c,Большой Дворик,столовая,"Москва, Варшавское шоссе, 47, корп. 3",Центральный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.6,0,194.0
997508a1838a8298e82e5e2340b76ee7,Хаус Хаус,кофейня,"Москва, проспект Мира, 43, корп. 3",Северо-Восточный административный округ,"ежедневно, 11:00–23:00",4.2,1,
423e151368ea8da7073708746799b0b5,Уютный Квартал,кафе,"Москва, Малая Бронная улица, 34, корп. 3",Южный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.5,0,
b0741078c1f184e8bff6700e25b05a4e,Тихий Подвал,кофейня,"Москва, Тверская улица, 36, корп. 2",Северо-Западный административный округ,"ежедневно, 09:00–22:00",4.5,0,
900ff595a4caa766a91fe7c12be79d04,Домашний Подвал,кафе,"Москва, Верхняя Радищевская улица, 93",Центральный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.1,0,
d8d4e586ab859f4f01c43a0233b30dcd,Северный Слон,пиццерия,"Москва, Правобережная улица, 97, корп. 1",Северный административный округ,"ежедневно, 09:00–22:00",3.9,0,
7c98b6d277119049ae2640d2a536221d,Старый Подвал,столовая,"Москва, улица Дыбенко, 84",Северо-Восточный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.3,0,30.0
034284ad1848b7fd232126c59a93b6f0,Гриль Хаус,кафе,"Москва, Правобережная улица, 85, корп. 2",Юго-Восточный административный округ,"ежедневно, 09:00–22:00",4.4,1,
014a0571ef318edfaf11549d34109768,Зерно Место,ресторан,"Москва, Никольская улица, 37, корп. 3",Юго-Западный административный округ,"ежедневно, 10:00–22:00",4.5,1,68.0
6f45c31478ba07fddfb1f6bba5155f72,Печка Вкус,"бар, паб","Москва, Малая Бронная улица, 83, корп. 1",Центральный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.4,1,
7cac19626e22abc6fcb2d3924d589b8d,Старый Бульвар,пиццерия,"Москва, Никольская улица, 99, корп. 2",Центральный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.9,0,
5f740695a3f9004b7caed5c6737c9462,Тесто Лапша,пиццерия,"Москва, Верхняя Радищевская улица, 47, корп. 2",Северный административный округ,"ежедневно, 10:00–22:00",4.9,1,
07cf7c59b641d44c1f117213b2a491b9,Тихий Подвал,быстрое питание,"Москва, Тверская улица, 25, корп. 2",Восточный административный округ,"ежедневно, 10:00–22:00",3.8,0,
9d59906d92b1cad89b6c8ab38723fc70,Тесто Суши,ресторан,"Москва, Малая Бронная улица, 22, корп. 2",Юго-Западный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.4,1,
efaba8d0b72cc9d0adc9735ef30b12d5,Печка Гриль,быстрое питание,"Москва, Кутузовский проспект, 93, корп. 4",Южный административный округ,"ежедневно, 10:00–22:00",3.6,1,
10b19f7c4f0b16fd421c4bd2359007df,Домашний Погребок,ресторан,"Москва, Малая Бронная улица, 20",Восточный административный округ,"ежедневно, 09:00–22:00",4.6,0,273.0
fbcb9942665563089b71622cfc228b6f,Синий Подвал,кафе,"Москва, улица Плющиха, 12, корп. 3",Южный административный округ,"ежедневно, 11:00–23:00",4.1,0,
30405115f38107aa2b3e10a21a977e79,Тесто Двор,кафе,"Москва, Клязьминская улица, 18, корп. 2",Центральный административный округ,пн-вс 12:00–00:00,3.2,1,
1c50ec832531a407f9110ffa6a456a75,Крошка Картошка,быстрое питание,"Москва, улица Арбат, 52",Северо-Восточный административный округ,"ежедневно, 09:00–22:00",4.3,1,42.0
9ce04697f1fe2a109096f93d7d0f5cc7,Синий Кот,кофейня,"Москва, улица Арбат, 83, корп. 4",Северо-Восточный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.2,0,139.0
13ce7ed7420107bfbe4e493ae9d06813,Красный Погребок,"бар, паб","Москва, улица Арбат, 115, корп. 1",Центральный административный округ,"ежедневно, 09:00–22:00",4.6,0,48.0
1600955d172e3cf20f13336e74e06fe2,Синий Базар,столовая,"Москва, улица Плющиха, 112",Юго-Восточный административный округ,"ежедневно, 24 часа",4.2,0,
0069b81e9893eeddbbf176e1f9b5a176,Первый Причал,быстрое питание,"Москва, Каширское шоссе, 60, корп. 3",Северный административный округ,"ежедневно, круглосуточно",4.0,0,69.0
da2a41fa46db72901470e5696c5caa69,Домашний Причал,кофейня,"Москва, Ботаническая улица, 99, корп. 4",Центральный административный округ,"ежедневно, 11:00–23:00",4.9,0,
5c0b20bfefeeb20ff1c186b367ec6e3e,Старый Бульвар,кафе,"Москва, Малая Бронная улица, 15, корп. 3",Северный административный округ,пн-вс 12:00–00:00,4.4,0,57.0
1917ffccb1361f0c5b2662508340f105,Первый Квартал,пиццерия,"Москва, Варшавское шоссе, 53, корп. 2",Юго-Восточный административный округ,"ежедневно, 09:00–22:00",3.5,0,
cf35b319e51a08038971368b7e23c839,Двор Двор,кафе,"Москва, Никольская улица, 57, корп. 2",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.4,1,107.0
9533eee6ce13717d7d5a610d48518b98,One Price Coffee,кофейня,"Москва, Правобережная улица, 62",Юго-Западный административный округ,"ежедневно, 10:00–22:00",4.0,1,
c057a626a868be2a5d10a484508299a3,Уютный Бульвар,ресторан,"Москва, Клязьминская улица, 49",Центральный административный округ,"ежедневно, круглосуточно",4.2,0,172.0
4d9f2017a91a1af4f593e65632ef611a,Золотой Кот,быстрое питание,"Москва, Каширское шоссе, 57",Западный административный округ,,4.3,0,
7701da2cb6766d805efad83980641029,Додо Пицца,пиццерия,"Москва, Варшавское шоссе, 1",Западный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.0,1,
7a4b518834257a108709a166547c9f8a,Золотой Чайник,кафе,"Москва, улица Арбат, 99, корп. 3",Юго-Восточный административный округ,"ежедневно, 11:00–23:00",4.8,0,28.0
